Label,MovieName,mLink,rRating,rText,rTitle
positive,Aladdin,/review/rw1103893/,8,"Just watched this recently, on the new-and-improved DVD which features a restored print, and it looks spectacular. The story is slightly shallower than the best of Disney's films, but this is balanced by the sheer lunacy of Robin Williams' bad, blue Genie. Whoever first thought of putting Robin Williams in a Disney flick should get a Pulitzer, or a Nobel, or something. The comic timing of his riffs combined with the comic timing of the animators transform the Genie from a ""Deus Ex Machina"" into the soul of ""Aladdin.""

I have a tiny issue with the fact that the most recent VHS and DVD prints of the movie have bowed to pressure from activist groups and altered a line in the opening song. The original line was, ""...where they cut if your ear if they don't like your face/It's barbaric, but hey, it's home."" The revised line reads, ""...where the land is immense and the heat is intense/It's barbaric, but hey, it's home."" Protesters claimed the original line perpetuated a negative stereotype of Arab countries and peoples. But...but...but marketplaces and cities in Arabian countries still cut the hands off convicted thieves. And there's even a scene in the film which threatens to relieve the princess of an appendage. They're not being negative; they're being accurate. And, oh yeah, IT'S A CARTOON. But that's just my opinion.","Random Thoughts on ""Aladdin"""
positive,Aladdin,/review/rw3357279/,10,NA,Aladdin may be the best Disney film of them all
positive,Aladdin,/review/rw1268622/,8,NA,Imagine if you had three wishes....
positive,Aladdin,/review/rw0302756/,10,NA,One of the last great Disney movies. *May contain Spoilers*
positive,Aladdin,/review/rw1463875/,10,"This is my favorite movie of all time. I have loved this movie since I saw it when it came out in 1992. I have watched it so many times, that I know all the words. I think this movie is great to watch with the kids. Or even if you don't have kids. I own all three on DVD and VHS. It is the first movie my daughter saw. I think it is the best Disney movie ever made. I like all three, but the first is still my favorite one. it's the original that sticks with you. the others may be good, but not as good as the first. I hope everyone can enjoy this movie. I think no matter how old you are, or no matter what you do, that there is always room for a good Disney movie.",Aladdin is my favorite movie of all time.
NA,Aladdin,/review/rw0302704/,NA,"Robin Williams is marvelous as the genie. Try to keep up! True, the film gets a little stereotypical and formulaic. But the energy and story will keep you entertained. The usual be yourself message at the end can be found just about anywhere, but I'm sure you won't mind.

Half the fun of an animated film is trying to pick out all the actors' voices. Try and catch Williams, Scott Weinger, and Gilbert Gottfried.

*** out of ****","great work, Robin!"
positive,Aladdin,/review/rw0302712/,7,"This movie is one of the better Disney animated films in recent years. Cute story, fun, light, entertaining and a catchy score to boot this is actually quite tolerable. 7/10",IMHO
positive,Aladdin,/review/rw3034601/,7,"""Aladdin"" is brought to us by the same team who made ""The Little Mermaid."" So, of course, this movie leaves me a little baffled. There are some things I like and some things I don't.

ANIMATION: The best thing about the animation is the color of the look of Arabia. I didn't see this movie until last December; before I saw it, I heard about how great the colors and the lights were. Everything pops, it's bright, and it's great.

SONGS/MUSIC: Sadly, this was the last Disney film to have Howard Ashman's work in it; he passed away before ""Beauty and the Beast"" was completed. Fortunately, he left us some really good songs in this movie, along with Alan Menken and Tim Rice. Not every song in this film is memorable, but they almost are. Of course everyone knows and loves ""A Whole New World,"" which both does sound nice and contributes greatly to the movie; we really see our main characters fall in love. My favorite song is ""Friend Like Me."" Not only are the lyrics, music, and animation great, but Robin Williams gets just as animated as the animation.

ROMANCE: I mentioned our main characters' romance a bit earlier, and, again, you believe they're in love. Though, have you noticed this is the same romance we had in ""The Little Mermaid?"" The protagonist sees their romantic interest and falls in love. They save their life and admires them, but the two of them are kept apart for some reason. Then our protagonist has to take on a new form/identity to get their romantic interest to fall in love with them, the villain eventually tests their relationship, but they wind up being together again in the end...Huh. I don't see the downside in disliking their relationship, though. It still seems genuine. At least Aladdin has more time with Jasmine before he becomes a prince than Ariel did with Eric before she became human.

CHARACTERS: Most of the characters are OK. Aladdin, Jasmine, and the Sultan are OK. Iago and the Magic Carpet are a little annoying, but they're not that bad. In my opinion, the Genie - again, voiced by Robin Williams - is the best character! When I was watching this last December I said to myself, ""This film is OK, but why was it a hit during the Disney Renaissance?"" Then the Genie came on the screen. He is the most entertaining thing in this movie! Robin Williams puts so much energy and passion in playing this role. I like that the Genie isn't just a funny, pop-culture referencing character; he actually has development to him. That makes him both likable and relatable. I don't like Abu, I think he's too annoying and too selfish. The character I can't figure out is the villain, Jafar. People have said he's one of the greatest Disney villains...Really? I'm glad you see that, but I don't. To me, he's not consistent. Based on what I saw of Jafar in the beginning of the movie, I didn't expect him to be the type who would dress as a crazy old man or have witty remarks with a parrot. That's not to say that Jafar can't be funny, but did you really think the guy we saw in the beginning of the movie would speak as he did throughout the movie? Not only that, but his power is weak! Did you notice the Sultan did not fall under Jafar's spell when he tried to hypnotize him before the ""Prince Ali"" number? Why? What made him come out the spell so easily? He did it TWICE! Jafar's victims can decide when they'll be hypnotize? And why is his evilness so obvious, yet so hidden from everyone else? Out of all the times he's hypnotized the Sultan, NO ONE NOTICED?! Aladdin realized something was wrong the first time he saw it happen - no one else in the palace ever saw it?!

STORY: The story is OK, I guess. One thing bothered me, though: in the beginning, Jasmine tells the Sultan she doesn't want to be forced to be married, she wants to marry for love (Blah, blah, blah, we've heard it before). At the end of the movie when Aladdin and Jasmine come together, the Sultan decides to let them marry. ""Am I Sultan, or am I Sultan,"" he asks. ""From this day forth, the Princess will marry whomever she deems worthy."" WHY IN THE CRUD DIDN'T HE DO THAT BEFORE!??! He could have stopped this whole thing from happening...MUCH LIKE ARIEL IN ""The Little Mermaid!!!"" Gosh! What's up with the Clements/Musker team?

CONCLUSION: I couldn't go into too much detail, but you get the gist of it. There are some things I really like, some things I'm indifferent to, and some things I don't like. Overall, I still like this movie, though. I surprisingly find myself attracted to how entertaining this movie is, even the weird Jafar moments. I like it, and hopefully you will too. BOOYIKA!",The Clements/Musker Team
positive,Aladdin,/review/rw2885097/,8,NA,"Aladdin grant the fan's wishes, by being a great film. A whole new world."
positive,Aladdin,/review/rw2556820/,9,"Just watched this recently, on the new-and-improved DVD which features a restored print, and it looks spectacular. The story is slightly shallower than the best of Disney's films, but this is balanced by the sheer lunacy of Robin Williams' bad, blue Genie. Whoever first thought of putting Robin Williams in a Disney flick should get a Pulitzer, or a Nobel, or something. The comic timing of his riffs combined with the comic timing of the animators transform the Genie from a ""Deus Ex Machina"" into the soul of ""Aladdin."" I have a tiny issue with the fact that the most recent VHS and DVD prints of the movie have bowed to pressure from activist groups and altered a line in the opening song. The original line was, ""...where they cut if your ear if they don't like your face/It's barbaric, but hey, it's home."" The revised line reads, ""...where the land is immense and the heat is intense/It's barbaric, but hey, it's home."" Protesters claimed the original line perpetuated a negative stereotype of Arab countries and peoples. But...but...but marketplaces and cities in Arabian countries still cut the hands off convicted thieves. And there's even a scene in the film which threatens to relieve the princess of an appendage. They're not being negative; they're being accurate. And, oh yeah, IT'S A CARTOON. But that's just my opinion.",THoughts on this movie
NA,Aladdin,/review/rw0302698/,NA,"Aladdin is without a doubt one of Disney's better movies. The animation is excellent. The characters are very realistic, surprising and rare for an animated movie. The songs are very good and memorable (favorite has to ""Friend Like Me""). Many pop culture references are here and even if you do not notice them, they are made very hilarious by Robin Williams. Williams provides the comic relief which is vital to the movie's success. This is one of the best Disney movies in the last decade, if not ever.","Imagine if you had three wishes, three hopes, three dreams and they all could come true."
positive,Aladdin,/review/rw1061609/,7,"Disney animation strikes pay dirt again with ""Aladdin"". Aladdin is an orphaned ""street rat"" who, with his cheeky monkey Abu takes what they need to survive the harsh reality of their situation. All with a song in his heart. But Aladdin gets mixed up in a nefarious plot by Jafar (and his hilariously funny foul-mouth parrot Iago) the adviser to the sultan. Like most of the cinematic madmen Jafar has hatched up a glorious scheme to bring the world to its knees but there is a catch. A person pf pure spirit is the only one who can grab a mystical lamp which is the heart of his plan. When things go wrong for Jafar (thanks to that quick monkey) Aladdin discovers the secret of the lamp and the comic hilarity that lay inside. Aladdin gets three wishes from the *ahem* Genie in the bottle (voiced by the perfectly cast Robin Williams) and Al's life will never be the same. Will Aladdin fulfill his deepest desires or will he rescue the princess and take a magic carpet ride into the sunset? ""Aladdin"" is a beautiful melding of computer generated and standard animation that paved the way for Disney's best feature (The Lion King). Wonderfully magical story with some seriously crazy comedians at work, ""Aladdin"" is great fun for the whole family.",S10 Reviews: Aladdin (1992)
positive,Aladdin,/review/rw1485389/,10,"This one is another example of the Disney guys' ability of traducing even the darkest stories to the screen. Aladdin is originally one of those dark stories with complicated language and plot, but directors Clements and Musker look beyond the obstacle and, once again, produce a great animated movie for children and adults. This film is wonderful. From the beginning, when a mysterious merchant sings one of the greatest ""onde upon a time"" songs ever, passing from the romantic moment, you are so fascinated with colors, camera movements and great voices, you can't take you eyes off of the screen. Incredible characters, a strong villain, good songs and breath-taking soundtrack and scenes, it has everything a Disney classic needs to be great. And this great would not be so great if Robin Williams wasn't the genie. What a talented guy. Jonathan Freeman as Jafar is not far behind, he helps the making of the best Disney villain. The characters animation is soft and beautiful, uninterested, the way the directors like. No matter the climax concludes with a (kind of) inexpressive phrase, it's only a minimum detail, and minimum details is for Kirk Wise and Gary Trousdale (Beauty and the Beast), who seem to only care about that. Clements and Musker are a lot of steps ahead because they are the ones who inherited Walt Disney's magic. Let's hope they stay active for a good time.",Disney's second best
NA,Aladdin,/review/rw0302754/,NA,"Aladdin the street urchin (voiced by Scott Weinger) finds a magical lamp that unleashes the power of the blue Genie (voiced by Robin Williams) who grants him three wishes. Unfortunately the evil Jafar plans on using the genie to his own will and wreaks havoc on Aladdin's newly-found life (he wishes to become a sultan in the hopes of earning the love of his life, Princess Jasmine).

This is simply a wonderful story with bold animation and a truly terrific vocal performance by Robin Williams. It's the movie's adult humor -- such as the Ah-nuld and Woody Allen impersonations done by Williams -- that make it equally enjoyable for all ages. When this was released in 1992 I was fascinated and used to watch it all the time; now, as an adult, I still enjoy the film for many different reasons, while still managing to appreciate the utter joy of the story.

Yes, it's a bit politically correct with Princess Jasmine's strong will against her father and the representation of certain ""careful stereotypes"" (Disney is careful not to come across as racist and in the process cast Americans to do the voices!) but I like it this way. Without Williams the film would be a total bore, to be honest. With him, it's one of the greatest films ever made, which is something I thought I'd never write.

5/5","One of my favorite films, and I'm not any sort of Disney enthusiast"
